"","gender","age","class","embarked","country","fare","sibsp","parch","survived","ageD","status","family"
"376","male",48,"3rd","S","England",7.05,0,0,"no","40-49","1",1
"377","female",5,"3rd","S","United States",12.0906,0,0,"yes","0-9","1",1
"378","male",21,"2nd","S","Sweden",13,0,0,"no","20-29","1",1
"379","female",39,"1st","C","United States",247.1006,0,0,"yes","30-39","1",1
"380","male",37,"3rd","S","England",7.01,0,0,"no","30-39","1",1
"381","female",54,"1st","C","United States",78.0504,1,0,"yes","50-59","1",2
"382","female",36,"1st","C","United States",31.1307,0,0,"no","30-39","1",1
"383","male",38,"3rd","S","England",15.02,0,0,"no","30-39","1",1
"384","male",18,"2nd","S","Norway",13,0,0,"no","10-19","1",1
"385","male",46,"3rd","S","England",7.05,0,0,"no","40-49","1",1
"386","male",26,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"387","male",49,"1st","S","England",221.1507,0,0,"no","40-49","1",1
"388","male",32,"2nd","S","England",26,1,0,"no","30-39","1",2
"389","male",18,"2nd","S","England",10.1,0,0,"no","10-19","1",1
"390","male",34,"3rd","S","England",7.01,0,0,"yes","30-39","1",1
"391","male",18,"3rd","S","Sweden",7.1511,0,0,"no","10-19","1",1
"392","female",48,"1st","C","United States",31.1308,0,0,"yes","40-49","1",1
"393","female",22,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"394","female",42,"1st","C","United States",110.1708,0,0,"yes","40-49","1",1
"395","male",28,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"396","male",48,"3rd","Q","Ireland",6.19,0,0,"no","40-49","1",1
"397","male",36,"1st","S","Canada",26.0509,0,0,"yes","30-39","1",1
"398","male",19,"3rd","Q","Ireland",7.1707,0,0,"no","10-19","1",1
"399","male",20,"3rd","Q","Ireland",7.15,0,0,"no","10-19","1",1
"400","male",32,"3rd","S","England",56.0911,0,0,"yes","30-39","1",1
"401","female",20,"3rd","S","England",34.0706,2,2,"no","10-19","1",5
"402","female",7,"3rd","S","England",34.0706,2,2,"no","0-9","1",5
"403","male",23,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"404","male",18,"3rd","S","England",34.0706,2,2,"no","10-19","1",5
"405","female",54,"3rd","S","Scotland",34.0706,1,3,"no","50-59","1",5
"406","male",14,"3rd","S","England",34.0706,1,3,"no","10-19","1",5
"407","male",30,"1st","S","United States",27.15,0,0,"no","20-29","1",1
"408","female",24,"1st","S","Canada",263,3,2,"yes","20-29","1",6
"409","female",28,"1st","S","Canada",263,3,2,"yes","20-29","1",6
"410","female",23,"1st","S","Canada",263,3,2,"yes","20-29","1",6
"411","male",19,"1st","S","Canada",263,3,2,"no","10-19","1",6
"412","male",64,"1st","S","Canada",263,1,4,"no","60-69","1",6
"413","female",60,"1st","S","Canada",263,1,4,"yes","50-59","1",6
"414","male",28,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"415","male",38,"2nd","S","United States",13,0,0,"no","30-39","1",1
"416","female",32,"1st","C","England",56.1807,0,0,"yes","30-39","1",1
"417","male",37,"1st","S","England",26.11,0,0,"no","30-39","1",1
"418","male",49,"1st","S","United States",133.13,2,0,"yes","40-49","1",3
"419","male",43,"1st","C","United States",27.1405,1,0,"yes","40-49","1",2
"420","female",42,"1st","S","United States",133.13,1,0,"yes","40-49","1",2
"421","female",22,"1st","C","Switzerland",49.1,0,2,"yes","20-29","1",3
"422","male",60,"1st","C","Switzerland",79.04,1,1,"yes","50-59","1",3
"423","female",48,"1st","C","Switzerland",79.04,1,1,"yes","40-49","1",3
"424","male",39,"2nd","B","England",NA,0,0,"no","30-39","0",1
"425","male",39,"1st","S","England",NA,0,0,"no","30-39","0",1
"426","female",38,"2nd","S","India",13,0,0,"no","30-39","1",1
"427","male",37,"1st","S","England",53.02,1,0,"no","30-39","1",2
"428","female",35,"1st","S","England",53.02,1,0,"yes","30-39","1",2
"429","male",36,"2nd","S","England",26,0,0,"no","30-39","1",1
"430","male",38,"2nd","S","England",21,1,0,"no","30-39","1",2
"431","male",33,"2nd","S","England",21,1,0,"no","30-39","1",2
"432","male",29,"3rd","Q","Ireland",7.141,0,0,"no","20-29","1",1
"433","male",23,"3rd","S","England",14.1,0,0,"no","20-29","1",1
"434","female",39,"2nd","S","England",13,0,0,"yes","30-39","1",1
"435","male",19,"2nd","S","England",26,0,0,"no","10-19","1",1
"436","male",26,"2nd","S","Channel Islands",10.1,0,0,"no","20-29","1",1
"437","male",47,"1st","S","England",38.1,0,0,"no","40-49","1",1
"438","female",38,"3rd","C","United States",7.0407,0,0,"yes","30-39","1",1
"439","male",21,"3rd","C","Lebanon",7.0406,0,0,"no","20-29","1",1
"440","male",25,"3rd","C","Bulgaria",7.1711,0,0,"no","20-29","1",1
"441","female",22,"1st","C","United States",59.08,0,1,"yes","20-29","1",2
"442","female",44,"1st","C","United States",59.08,0,1,"yes","40-49","1",2
"443","female",35,"1st","S","England",211.1,0,0,"yes","30-39","1",1
"444","male",23,"1st","C","England",79.04,0,0,"no","20-29","1",1
"445","male",47,"2nd","S","England",10.1,0,0,"no","40-49","1",1
"446","male",19,"2nd","S","England",11.1,1,0,"no","10-19","1",2
"447","male",21,"2nd","S","England",11.1,1,0,"no","20-29","1",2
"448","male",24,"2nd","S","England",13.1,0,0,"no","20-29","1",1
"449","male",23,"3rd","S","Wales",8.01,0,0,"no","20-29","1",1
"450","male",31,"2nd","S","Ireland",13,0,0,"no","30-39","1",1
"451","male",24,"2nd","S","England",13,0,0,"no","20-29","1",1
"452","female",17,"3rd","Q","Ireland",7.1408,0,0,"yes","10-19","1",1
"453","male",30,"2nd","S","Argentina",13,0,0,"no","20-29","1",1
"454","female",18,"3rd","Q","Ireland",7.15,0,0,"yes","10-19","1",1
"455","male",47,"1st","C","United States",89.0201,1,0,"yes","40-49","1",2
"456","female",40,"1st","C","United States",89.0201,1,0,"yes","30-39","1",2
"457","male",71,"1st","C","United States",34.1301,0,0,"no","70-79","1",1
"458","male",9,"3rd","S","England",20.1006,0,2,"yes","0-9","1",3
"459","male",33,"3rd","S","England",20.1006,1,1,"no","30-39","1",3
"460","male",41,"3rd","S","England",7.17,0,0,"no","40-49","1",1
"461","female",31,"3rd","S","England",20.1006,1,1,"yes","30-39","1",3
"462","male",9,"3rd","S","England",46.18,5,2,"no","0-9","1",8
"463","male",1,"3rd","S","England",46.18,5,2,"no","0-9","1",8
"464","male",11,"3rd","S","England",46.18,5,2,"no","10-19","1",8
"465","female",10,"3rd","S","England",46.18,5,2,"no","0-9","1",8
"466","female",16,"3rd","S","England",46.18,5,2,"no","10-19","1",8
"467","male",14,"3rd","S","England",46.18,5,2,"no","10-19","1",8
"468","male",42,"3rd","S","England",46.18,1,6,"no","40-49","1",8
"469","female",43,"3rd","S","England",46.18,1,6,"no","40-49","1",8
"470","male",53,"1st","S","United States",28.1,0,0,"yes","50-59","1",1
"471","female",19,"1st","S","England",153.0903,0,0,"yes","10-19","1",1
"472","male",38,"1st","S","Canada",30,0,1,"no","30-39","1",2
"473","female",59,"1st","S","England",153.0903,0,1,"yes","50-59","1",2
"474","male",52,"2nd","S","South Africa",13,0,0,"no","50-59","1",1
"475","female",45,"1st","C","United States",63.0702,0,1,"yes","40-49","1",2
"476","male",23,"1st","C","United States",63.0702,0,1,"yes","20-29","1",2
"477","male",20,"engineering crew","S","England",NA,NA,NA,"no","10-19","0",NA
"478","male",41,"3rd","S","England",8.01,0,0,"no","40-49","1",1
"479","male",32,"3rd","S","Norway",8.0615,0,0,"no","30-39","1",1
"480","male",25,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"481","male",46,"1st","C","France",79.04,0,0,"no","40-49","1",1
"482","male",19,"3rd","S","Finland",9.1611,0,0,"no","10-19","1",1
"483","male",37,"3rd","S","Finland",7.1806,2,0,"no","30-39","1",3
"484","male",28,"3rd","S","Finland",7.1806,2,0,"no","20-29","1",3
"485","male",19,"3rd","S","Sweden",7.1506,0,0,"no","10-19","1",1
"486","female",24,"3rd","S","Switzerland",8.17,0,0,"no","20-29","1",1
"487","male",28,"3rd","S","Norway",6.1904,1,0,"no","20-29","1",2
"488","male",19,"3rd","S","Norway",6.1904,1,0,"no","10-19","1",2
"489","male",28,"3rd","S","Finland",15.17,1,0,"no","20-29","1",2
"490","female",24,"3rd","S","Finland",15.17,1,0,"yes","20-29","1",2
"491","male",30,"2nd","S","England",13,0,0,"no","20-29","1",1
"492","male",0.5833333333,"2nd","S","United States",14.1,1,1,"yes","0-9","1",3
"493","female",23,"2nd","S","United States",14.1,0,2,"yes","20-29","1",3
"494","male",19,"3rd","S","Belgium",9.1,0,0,"no","10-19","1",1
"495","male",27,"3rd","C","Lebanon",7.0407,0,0,"yes","20-29","1",1
"496","male",18,"3rd","C","Lebanon",7.0406,0,0,"no","10-19","1",1
"497","male",35,"3rd","C","Lebanon",7.0407,0,0,"no","30-39","1",1
"498","male",41,"3rd","S","United States",14.0202,2,0,"no","40-49","1",3
"499","male",26,"3rd","S","Denmark",7.1701,1,0,"no","20-29","1",2
"500","male",21,"3rd","S","Denmark",7.1701,0,0,"no","20-29","1",1
"501","female",45,"3rd","S","United States",14.0202,1,0,"yes","40-49","1",2
"502","male",45,"2nd","S","United States",13,0,0,"no","40-49","1",1
"503","male",25,"1st","C","United States",55.081,1,0,"yes","20-29","1",2
"504","female",21,"1st","C","United States",55.081,1,0,"yes","20-29","1",2
"505","female",17,"3rd","Q","Ireland",7.1408,0,0,"no","10-19","1",1
"506","female",21,"3rd","S","England",7.11,0,0,"no","20-29","1",1
"507","female",6,"2nd","S","Scotland",33,0,1,"yes","0-9","1",2
"508","male",48,"1st","C","United States",76.1407,1,0,"yes","40-49","1",2
"509","female",49,"1st","C","United States",76.1407,1,0,"yes","40-49","1",2
"510","male",39,"2nd","S","Scotland",33,0,1,"no","30-39","1",2
"511","male",37,"1st","S","England",42.08,0,0,"no","30-39","1",1
"512","male",62,"2nd","S","England",10.1,0,0,"yes","60-69","1",1
"513","male",45,"1st","S","United States",83.0906,1,0,"no","40-49","1",2
"514","female",35,"1st","S","United States",83.0906,1,0,"yes","30-39","1",2
"515","male",45,"2nd","S","England",10.1,0,0,"no","40-49","1",1
"516","male",46,"1st","S","England",NA,0,0,"no","40-49","0",1
"517","male",33,"2nd","S","England",NA,NA,NA,"no","30-39","0",NA
"518","female",7,"2nd","S","England",26.05,0,2,"yes","0-9","1",3
"519","male",47,"2nd","S","England",26.05,1,1,"no","40-49","1",3
"520","male",29,"3rd","Q","Ireland",6.1702,0,0,"no","20-29","1",1
"521","female",48,"2nd","S","England",26.05,1,1,"yes","40-49","1",3
"522","male",27,"1st","C","Egypt",76.1407,0,0,"yes","20-29","1",1
"523","male",45,"1st","S","England",30,0,0,"yes","40-49","1",1
"524","female",24,"1st","C","United States",83.0302,0,0,"yes","20-29","1",1
"525","male",55,"1st","S","Canada",93.1,1,1,"no","50-59","1",3
"526","female",52,"1st","S","Canada",93.1,1,1,"yes","50-59","1",3
"527","male",42,"1st","S","England",42.1,0,0,"no","40-49","1",1
"528","female",33,"3rd","Q","Ireland",7.15,0,0,"yes","30-39","1",1
"529","male",27,"3rd","S","Sweden",6.1906,0,0,"yes","20-29","1",1
"530","male",24,"3rd","S","England",56.0911,0,0,"yes","20-29","1",1
"531","female",20,"3rd","Q","Ireland",6.15,0,0,"no","10-19","1",1
"532","female",16,"3rd","S","Finland",7.1806,0,0,"yes","10-19","1",1
"533","female",23,"3rd","S","Finland",7.1806,0,0,"no","20-29","1",1
"534","female",22,"3rd","S","Sweden",8.1903,0,0,"yes","20-29","1",1
"535","male",30,"3rd","S","Hungary",7.1711,0,0,"no","20-29","1",1
"536","female",28,"3rd","S","Sweden",7.1506,0,0,"no","20-29","1",1
"537","female",21,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"538","female",24,"2nd","S","England",65,1,2,"yes","20-29","1",4
"539","female",24,"2nd","S","England",65,1,2,"yes","20-29","1",4
"540","male",50,"2nd","S","England",65,1,2,"no","40-49","1",4
"541","female",50,"2nd","S","India",65,1,2,"yes","40-49","1",4
"542","female",56,"2nd","S","India",16,0,0,"yes","50-59","1",1
"543","male",24,"2nd","S","England",73.1,2,0,"no","20-29","1",3
"544","male",30,"2nd","S","England",73.1,2,0,"no","20-29","1",3
"545","male",21,"2nd","S","England",73.1,2,0,"no","20-29","1",3
"546","male",44,"1st","S","England",51.1703,0,0,"no","40-49","1",1
"547","female",18,"2nd","S","Finland",13,1,1,"no","10-19","1",3
"548","male",55,"1st","S","England",50,0,0,"no","50-59","1",1
"549","female",17,"1st","C","United States",57.1907,0,1,"yes","10-19","1",2
"550","female",44,"1st","C","United States",57.1907,0,1,"yes","40-49","1",2
"551","female",2,"3rd","S","Finland",12.0509,0,1,"yes","0-9","1",2
"552","female",22,"3rd","S","Finland",12.0509,1,1,"yes","20-29","1",3
"553","female",20,"2nd","S","England",23,2,1,"yes","10-19","1",4
"554","male",24,"2nd","S","England",11.1,2,1,"no","20-29","1",4
"555","male",36,"2nd","S","England",13,0,0,"no","30-39","1",1
"556","female",54,"2nd","S","England",23,1,3,"yes","50-59","1",5
"557","male",50,"2nd","S","England",13,0,0,"no","40-49","1",1
"558","female",51,"1st","C","United States",77.1902,1,0,"yes","50-59","1",2
"559","female",29,"2nd","S","England",26,1,0,"yes","20-29","1",2
"560","male",44,"2nd","S","England",26,1,0,"no","40-49","1",2
"561","male",43,"3rd","S","Sweden",6.09,0,0,"no","40-49","1",1
"562","male",18,"3rd","S","Norway",22.1006,0,0,"no","10-19","1",1
"563","male",42,"1st","S","United States",52,1,0,"no","40-49","1",2
"564","female",35,"1st","S","United States",52,1,0,"yes","30-39","1",2
"565","male",40,"1st","S","United States",26.11,0,0,"yes","30-39","1",1
"566","female",27,"3rd","S","Finland",7.1806,0,0,"yes","20-29","1",1
"567","male",21,"2nd","S","England",73.1,0,0,"no","20-29","1",1
"568","male",22,"3rd","Q","England",7.15,0,0,"no","20-29","1",1
"569","male",41,"2nd","S","Japan",13,0,0,"yes","40-49","1",1
"570","female",26,"3rd","S","England",8.01,0,0,"yes","20-29","1",1
"571","male",63,"2nd","S","England",26,1,0,"no","60-69","1",2
"572","female",61,"2nd","S","England",26,1,0,"no","60-69","1",2
"573","male",38,"1st","S","United States",100,1,0,"yes","30-39","1",2
"574","female",31,"1st","S","United States",100,1,0,"yes","30-39","1",2
"575","male",43,"1st","C","United States",30.1311,0,0,"no","40-49","1",1
"576","male",42,"3rd","S","Norway",7.13,0,0,"no","40-49","1",1
"577","male",21,"2nd","S","England",NA,NA,NA,"no","20-29","0",NA
"578","male",34,"2nd","S","England",12.0506,0,0,"no","30-39","1",1
"579","male",34,"3rd","S","England",7.1709,0,0,"yes","30-39","1",1
"580","male",11,"3rd","C","England",18.1509,0,0,"no","10-19","1",1
"581","female",18,"3rd","C","Syria",7.0407,0,0,"yes","10-19","1",1
"582","male",33,"3rd","C","Lebanon",14.0902,0,0,"no","30-39","1",1
"583","female",39,"1st","S","England",80,0,0,"yes","30-39","1",1
"584","female",17,"2nd","S","Channel Islands",10.1,0,0,"yes","10-19","1",1
"585","male",32,"3rd","S","England",7.1711,0,0,"no","30-39","1",1
"586","female",17,"3rd","S","United States",7.1806,1,0,"no","10-19","1",2
"587","female",25,"3rd","S","Finland",7.1806,1,0,"no","20-29","1",2
"588","female",50,"1st","C","United States",28.1403,0,0,"no","40-49","1",1
"589","male",49,"1st","S","England",NA,0,0,"yes","40-49","0",1
"590","male",20,"3rd","S","Bulgaria",7.1711,0,0,"no","10-19","1",1
"591","female",16,"3rd","C","England",14.0901,1,0,"no","10-19","1",2
"592","female",19,"3rd","C","England",14.0901,1,0,"no","10-19","1",2
"593","female",24,"2nd","S","England",27,2,1,"yes","20-29","1",4
"594","male",42,"2nd","S","South Africa",27,1,0,"no","40-49","1",2
"595","male",30,"3rd","C","Croatia (Modern)",7.1711,0,0,"yes","20-29","1",1
"596","male",21,"3rd","S","Sweden",7.1511,0,0,"yes","20-29","1",1
"597","male",21,"3rd","S","England",7.01,0,0,"no","20-29","1",1
"598","male",46,"2nd","S","Wales",15,0,0,"no","40-49","1",1
"599","male",24,"2nd","S","England",31.1,2,0,"no","20-29","1",3
"600","male",21,"2nd","S","England",31.1,2,0,"no","20-29","1",3
"601","male",32,"2nd","S","England",10.1,0,0,"no","30-39","1",1
"602","male",20,"3rd","S","Denmark",7.1701,0,0,"no","10-19","1",1
"603","male",48,"3rd","S","Denmark",7.0101,0,0,"no","40-49","1",1
"604","male",17,"3rd","S","Denmark",7.1701,1,0,"no","10-19","1",2
"605","female",26,"3rd","Q","Ireland",7.15,0,0,"yes","20-29","1",1
"606","female",23,"2nd","C","United States",13.151,0,0,"yes","20-29","1",1
"607","male",29,"3rd","S","Norway",8.0203,0,0,"yes","20-29","1",1
"608","male",34,"3rd","S","Finland",6.0911,0,0,"no","30-39","1",1
"609","male",22,"3rd","S","Sweden",7.1511,0,0,"no","20-29","1",1
"610","male",33,"3rd","S","Sweden",8.1301,0,0,"no","30-39","1",1
"611","male",31,"3rd","S","United States",7.1506,0,0,"no","30-39","1",1
"612","male",29,"3rd","S","United States",7.1701,0,0,"no","20-29","1",1
"613","male",26,"3rd","S","Sweden",7.1506,0,0,"yes","20-29","1",1
"614","male",4,"3rd","S","England",11.0208,1,1,"yes","0-9","1",3
"615","female",1,"3rd","S","England",11.0208,1,1,"yes","0-9","1",3
"616","male",49,"3rd","S","United States",NA,NA,NA,"no","40-49","0",NA
"617","male",33,"3rd","S","United States",7.1506,0,0,"no","30-39","1",1
"618","female",26,"3rd","S","England",11.0208,0,2,"yes","20-29","1",3
"619","male",19,"3rd","S","United States",NA,0,0,"no","10-19","0",1
"620","male",8,"3rd","S","England",23.09,1,2,"no","0-9","1",4
"621","female",7,"3rd","S","England",23.09,1,2,"no","0-9","1",4
"622","male",35,"3rd","S","Scotland",23.09,1,2,"no","30-39","1",4
"623","female",36,"3rd","S","Scotland",23.09,1,2,"no","30-39","1",4
"624","male",46,"1st","S","United States",26,0,0,"no","40-49","1",1
"625","male",23,"3rd","S","Bulgaria",7.1711,0,0,"no","20-29","1",1
"626","male",25,"3rd","S","Sweden",7.1701,0,0,"yes","20-29","1",1
"627","male",27,"3rd","S","Sweden",7.1701,0,0,"no","20-29","1",1
"628","male",39,"3rd","C","Lebanon",7.0407,0,2,"no","30-39","1",3
"629","male",50,"1st","S","England",26,0,0,"no","40-49","1",1
"630","female",20,"3rd","S","Finland",9.161,1,0,"no","10-19","1",2
"631","female",21,"3rd","S","Finland",9.161,1,0,"no","20-29","1",2
"632","male",32,"3rd","S","Finland",7.1806,0,0,"yes","30-39","1",1
"633","male",17,"3rd","S","Finland",7.0206,0,0,"no","10-19","1",1
"634","male",21,"3rd","S","Norway",8.0808,0,0,"no","20-29","1",1
"635","male",34,"2nd","S","Russia",26,1,0,"no","30-39","1",2
"636","female",24,"2nd","S","Russia",26,1,0,"yes","20-29","1",2
"637","male",30,"3rd","S","Hungary",7.1711,0,0,"no","20-29","1",1
"638","male",21,"3rd","S","Sweden",7.1511,0,0,"yes","20-29","1",1
"639","male",33,"3rd","S","Sweden",7.1701,0,0,"no","30-39","1",1
"640","male",22,"3rd","S","Sweden",7.1005,0,0,"no","20-29","1",1
"641","female",22,"2nd","S","United States",21,0,0,"no","20-29","1",1
"642","female",5,"3rd","C","Slovenia",13.0804,0,1,"yes","0-9","1",2
"643","male",39,"3rd","C","United States",13.0804,0,1,"yes","30-39","1",2
"644","male",19,"3rd","C","Greece",7.0407,0,0,"no","10-19","1",1
"645","female",46,"2nd","Q","Ireland",12.07,0,0,"yes","40-49","1",1
"646","male",23,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"647","male",35,"2nd","Q","Ireland",12.07,0,0,"no","30-39","1",1
"648","male",39,"3rd","S","United States",7.05,0,0,"no","30-39","1",1
"649","male",33,"1st","S","England",211.1,0,0,"no","30-39","1",1
"650","female",20,"3rd","Q","Ireland",7.15,0,0,"yes","10-19","1",1
"651","female",22,"3rd","Q","Ireland",7.15,0,0,"yes","20-29","1",1
"652","male",19,"3rd","S","Scotland",8.01,0,0,"no","10-19","1",1
"653","male",44,"3rd","Q","Ireland",7.1607,0,0,"no","40-49","1",1
"654","male",44,"engineering crew","S","England",NA,NA,NA,"no","40-49","0",NA
"655","female",49,"2nd","S","England",13.1,0,0,"yes","40-49","1",1
"656","male",24,"3rd","Q","Ireland",7.15,0,0,"yes","20-29","1",1
"657","male",58,"1st","C","United States",29.14,0,0,"no","50-59","1",1
"658","male",41,"1st","S","United States",51.1703,1,0,"no","40-49","1",2
"659","female",40,"1st","S","United States",51.1703,1,0,"yes","30-39","1",2
"660","male",25,"3rd","C","Lebanon",14.0901,1,0,"no","20-29","1",2
"661","female",20,"3rd","C","Lebanon",14.0901,1,0,"no","10-19","1",2
"662","male",25,"3rd","Q","Ireland",7.15,1,0,"no","20-29","1",2
"663","male",22,"3rd","Q","Ireland",7.15,1,0,"no","20-29","1",2
"664","male",22,"3rd","Q","Ireland",7.1409,0,0,"no","20-29","1",1
"665","male",42,"1st","S","United States",52.1101,1,0,"yes","40-49","1",2
"666","female",45,"1st","S","United States",52.1101,1,0,"yes","40-49","1",2
"667","female",4,"3rd","S","Switzerland",22,0,2,"yes","0-9","1",3
"668","female",26,"3rd","S","Switzerland",22,1,1,"yes","20-29","1",3
"669","female",23,"3rd","S","Switzerland",8.1303,2,0,"no","20-29","1",3
"670","male",29,"3rd","S","Switzerland",22,3,1,"yes","20-29","1",5
"671","male",26,"3rd","S","Switzerland",8.1303,2,0,"no","20-29","1",3
"672","male",52,"2nd","Q","United States",12.07,0,0,"no","50-59","1",1
"673","male",41,"1st","S","United States",26.11,0,0,"no","40-49","1",1
"674","female",1,"3rd","S","Sweden",12.0308,1,1,"no","0-9","1",3
"675","male",18,"3rd","S","Sweden",7.1701,1,1,"no","10-19","1",3
"676","female",36,"3rd","S","Sweden",12.0308,0,2,"no","30-39","1",3
"677","male",41,"2nd","B","Northern Ireland",NA,0,0,"no","40-49","0",1
"678","male",25,"3rd","C","Bulgaria",7.1711,0,0,"no","20-29","1",1
"679","male",25,"3rd","C","Turkey",7.0407,0,0,"yes","20-29","1",1
"680","female",29,"1st","S","England",211.0609,0,0,"yes","20-29","1",1
"681","male",23,"2nd","S","England",NA,NA,NA,"no","20-29","0",NA
"682","male",26,"3rd","S","Scotland",7.11,0,0,"no","20-29","1",1
"683","male",31,"2nd","S","Sweden",10.1,0,0,"no","30-39","1",1
"684","male",35,"3rd","C","Lebanon",7.0406,0,0,"no","30-39","1",1
"685","male",35,"2nd","S","United States",26,1,1,"no","30-39","1",3
"686","female",34,"2nd","S","United States",26,1,1,"no","30-39","1",3
"687","female",37,"3rd","S","Finland",9.1109,0,0,"no","30-39","1",1
"688","male",31,"2nd","Q","Ireland",10.1402,0,0,"no","30-39","1",1
"689","male",38,"3rd","S","China/Hong Kong",56.0911,0,0,"yes","30-39","1",1
"690","male",23,"3rd","S","England",56.0911,0,0,"no","20-29","1",1
"691","female",22,"3rd","S","Sweden",7.05,0,0,"yes","20-29","1",1
"692","male",17,"3rd","Q","Ireland",7.15,0,0,"no","10-19","1",1
"693","male",32,"3rd","S","England",56.0911,0,0,"yes","30-39","1",1
"694","female",1,"2nd","C","France",41.1107,1,2,"yes","0-9","1",4
"695","female",3,"2nd","C","France",41.1107,1,2,"yes","0-9","1",4
"696","male",25,"2nd","C","France",41.1107,1,2,"no","20-29","1",4
"697","female",22,"2nd","C","France",41.1107,1,2,"yes","20-29","1",4
"698","male",29,"3rd","S","United States",9.0908,0,0,"no","20-29","1",1
"699","male",29,"3rd","S","Sweden",7.1506,0,0,"no","20-29","1",1
"700","male",22,"3rd","S","Sweden",7.1506,0,0,"no","20-29","1",1
"701","female",49,"1st","S","United States",25.1807,0,0,"yes","40-49","1",1
"702","male",5,"3rd","S","England",25.0904,3,1,"no","0-9","1",5
"703","female",3,"3rd","S","England",25.0904,3,1,"no","0-9","1",5
"704","female",8,"3rd","S","England",25.0904,3,1,"no","0-9","1",5
"705","female",12,"3rd","S","England",25.0904,3,1,"no","10-19","1",5
"706","female",40,"3rd","S","England",25.0904,0,4,"no","30-39","1",5
"707","female",17,"2nd","C","Switzerland",12,0,0,"yes","10-19","1",1
"708","male",32,"3rd","S","Finland",7.1806,0,0,"no","30-39","1",1
"709","female",31,"2nd","S","Scotland",33,0,0,"yes","30-39","1",1
"710","female",39,"2nd","S","England",10.1,0,0,"yes","30-39","1",1
"711","female",18,"3rd","Q","Ireland",15.1,1,0,"no","10-19","1",2
"712","male",20,"3rd","Q","Ireland",15.1,1,0,"no","10-19","1",2
"713","female",27,"1st","C","France",106.0806,0,0,"yes","20-29","1",1
"714","male",41,"3rd","S","England",24.03,0,0,"no","40-49","1",1
"715","male",35,"1st","C","England",512.0607,0,0,"yes","30-39","1",1
"716","male",37,"2nd","S","Canada",12.1706,0,0,"no","30-39","1",1
"717","male",30,"1st","C","United States",27.1405,0,0,"no","20-29","1",1
"718","male",25,"2nd","S","England",10.1,0,0,"no","20-29","1",1
"719","male",24,"3rd","S","Belgium",9.1,0,0,"no","20-29","1",1
"720","female",25,"3rd","S","Sweden",7.1506,0,0,"no","20-29","1",1
"721","female",45,"3rd","S","England",7.15,0,0,"no","40-49","1",1
"722","male",42,"1st","S","Sweden",26.11,0,0,"no","40-49","1",1
"723","male",36,"3rd","S","Sweden",15.11,1,0,"no","30-39","1",2
"724","female",30,"3rd","S","Sweden",15.11,1,0,"no","20-29","1",2
"725","male",20,"3rd","S","Finland",7.1806,1,0,"yes","10-19","1",2
"726","female",55,"1st","C","Sweden",27.1405,0,0,"yes","50-59","1",1
"727","male",21,"3rd","Q","Ireland",7.1707,0,0,"no","20-29","1",1
"728","female",16,"1st","C","France",39.08,0,1,"yes","10-19","1",2
"729","female",50,"1st","C","United States",39.08,0,1,"yes","40-49","1",2
"730","male",61,"2nd","Q","Ireland",12.07,0,0,"no","60-69","1",1
"731","male",28,"3rd","S","England",56.0911,0,0,"no","20-29","1",1
"732","male",27,"3rd","S","Austria",9.1,0,0,"no","20-29","1",1
"733","male",25,"3rd","S","Latvia",7.05,0,0,"no","20-29","1",1
"734","female",34,"3rd","S","England",16.02,1,0,"no","30-39","1",2
"735","male",31,"3rd","S","England",16.02,1,0,"no","30-39","1",2
"736","male",19,"3rd","S","England",7.1707,0,0,"no","10-19","1",1
"737","female",21,"1st","C","United States",77.1902,0,0,"yes","20-29","1",1
"738","male",29,"1st","S","United States",30,0,0,"no","20-29","1",1
"739","male",30,"1st","S","United States",45.1,0,0,"no","20-29","1",1
"740","male",50,"2nd","S","England",26,1,0,"no","40-49","1",2
"741","female",43,"2nd","S","England",26,1,0,"yes","40-49","1",2
"742","male",20,"3rd","S","England",7.05,0,0,"no","10-19","1",1
"743","male",29,"3rd","S","Croatia (Modern)",8.1303,0,0,"yes","20-29","1",1
"744","male",50,"3rd","S","Sweden",7.0101,0,0,"no","40-49","1",1
"745","female",23,"3rd","S","United States",7.1701,0,0,"yes","20-29","1",1
"746","male",32,"3rd","S","Sweden",7.1107,0,0,"yes","30-39","1",1
"747","female",59,"1st","C","France",146.1005,0,0,"yes","50-59","1",1
"748","male",30,"3rd","C","Greece",6.0809,0,0,"no","20-29","1",1
"749","male",44,"3rd","S","England",7.1711,0,0,"no","40-49","1",1
"750","male",20,"3rd","S","Scotland",7.11,0,0,"no","10-19","1",1
"751","female",57,"2nd","S","England",10.1,0,0,"no","50-59","1",1
"752","female",21,"3rd","Q","Ireland",7.15,0,0,"yes","20-29","1",1
"753","female",16,"1st","S","United States",211.0609,0,1,"yes","10-19","1",2
